,Strain,Contig,ARG,Per.ID,Length,MiMa,Gap,C.Start,C.End,A.Start,A.End,E.val,Bit.Score,Per.Pos
78531,ECOR41,NODE_33,BAC0416|ttgW|sp|Q93PU7|TTGW_PSEPT,49.153,59,30,0,38379,38555,59,1,1.20E-12,65.1,66.1
7636,ECOR41,NODE_33,BAC0009|acrE/envC|sp|P24180|ACRE_ECOLI,99.221,385,3,0,38954,40108,1,385,0,699,100
75941,ECOR41,NODE_33,BAC0010|acrF/envD|sp|P24181|ACRF_ECOLI,99.595,740,3,0,40974,43193,295,1034,0,1422,100
34281,ECOR41,NODE_34,BAC0217|mdtJ/ebrB/ydgF|sp|Q3Z1V3|MDTJ_SHISS,98.347,121,2,0,24498,24860,1,121,1.05E-69,227,98.35
7516,ECOR41,NODE_35,BAC0154|evgA|sp|P0ACZ4|EVGA_ECOLI,32.338,201,133,2,705,1307,2,199,4.34E-30,117,61.19
7515,ECOR41,NODE_35,BAC0196|iclR|sp|P16528|ICLR_ECOLI,42.424,264,149,2,31316,32098,271,8,7.73E-62,211,65.91
75121,ECOR41,NODE_35,BAC0166|fetB/ybbM|sp|P77307|YBBM_ECOLI,100,259,0,0,40813,41589,259,1,2.57E-151,467,100
28721,ECOR41,NODE_36,BAC0643|corB|tr|Q9X621|Q9X621_SALTM,94.714,227,12,0,12448,13128,1,227,2.63E-143,442,97.8
28953,ECOR41,NODE_38,BAC0312|pitA|sp|P0AFJ7|PITA_ECOLI,100,474,0,0,4919,6340,26,499,0,925,100
29612,ECOR41,NODE_38,BAC0594|arsR|sp|P37309|ARSR_ECOLI,96.581,117,4,0,15555,15905,1,117,2.87E-71,231,98.29
2905,ECOR41,NODE_38,BAC0578|arsB|tr|O50594|O50594_ACIMU,93.706,429,27,0,15963,17249,1,429,0,701,97.44
29492,ECOR41,NODE_38,BAC0582|arsC|sp|P08692|ARSC1_ECOLX,93.617,141,9,0,17265,17687,1,141,8.65E-86,274,97.87
30614,ECOR41,NODE_38,BAC0311|pgpA/ltpgpA|sp|P21441|MDR_LEITA,46.939,49,26,0,30706,30852,642,690,1.13E-05,48.1,61.22
29632,ECOR41,NODE_38,BAC0186|hdeB/yhiC|sp|P0AET2|HDEB_ECOLI,99.074,108,1,0,32218,32541,108,1,4.92E-69,224,100
29782,ECOR41,NODE_38,BAC0185|hdeA/yhiB|sp|P0AES9|HDEA_ECOLI,97.436,78,2,0,32660,32893,110,33,2.41E-45,157,100
29321,ECOR41,NODE_38,BAC0175|gadE/yhiE|sp|P63204|GADE_ECOLI,100,175,0,0,34614,35138,1,175,2.88E-113,354,100
29035,ECOR41,NODE_38,BAC0213|mdtE/yhiU|sp|P37636|MDTE_ECOLI,100,385,0,0,35479,36633,1,385,0,778,100
2877,ECOR41,NODE_38,BAC0214|mdtF/yhiV|sp|P37637|MDTF_ECOLI,99.614,1037,4,0,36661,39771,1,1037,0,1948,99.81
29202,ECOR41,NODE_38,BAC0176|gadW/yhiW|sp|P63201|GADW_ECOLI,97.934,242,5,0,40140,40865,242,1,6.31E-161,493,99.59
29181,ECOR41,NODE_38,BAC0177|gadX|sp|P37639|GADX_ECOLI,93.431,274,18,0,41237,42058,274,1,4.34E-161,495,94.16
30141,ECOR41,NODE_38,BAC0173|gadB|sp|P69910|DCEB_ECOLI,100,46,0,0,42430,42567,466,421,4.32E-22,99.8,100
30151,ECOR41,NODE_38,BAC0172|gadA|sp|P69908|DCEA_ECOLI,100,46,0,0,42430,42567,466,421,4.68E-22,99.8,100
3998,ECOR41,NODE_39,BAC0196|iclR|sp|P16528|ICLR_ECOLI,99.635,274,1,0,6864,7685,274,1,0,561,99.64
3130,ECOR41,NODE_4,BAC0164|fecE|sp|P15031|FECE_ECOLI,49.206,252,127,1,9315,10070,253,3,8.20E-69,232,67.06
32743,ECOR41,NODE_4,BAC0244|mexT|tr|O87785|O87785_PSEAI,41.772,79,46,0,27012,27248,80,2,1.64E-14,76.3,64.56
3119,ECOR41,NODE_4,BAC0115|cutE/lnt|sp|P23930|LNT_ECOLI,99.805,512,1,0,68399,69934,512,1,0,941,99.8
31251,ECOR41,NODE_4,BAC0088|corC|sp|P0A2L3|CORC_SALTY,97.26,292,8,0,69962,70837,292,1,1.80E-178,548,99.66
32106,ECOR41,NODE_4,BAC0487|pmrA|sp|Q70FH0|PMRA_PECSS,37.584,149,84,4,100333,100776,214,74,3.30E-21,94,62.42
31271,ECOR41,NODE_4,BAC0459|zitB/ybgR|sp|P75757|ZITB_ECOLI,99.674,307,1,0,172814,173734,307,1,1.91E-152,474,100
32712,ECOR41,NODE_4,BAC0433|ybtQ|tr|Q9Z375|Q9Z375_YERPE,36.17,47,30,0,181367,181507,528,482,7.1,31.2,63.83
31281,ECOR41,NODE_4,BAC0608|modE|sp|P0A9G8|MODE_ECOLI,100,262,0,0,182781,183566,262,1,1.40E-149,464,100
31263,ECOR41,NODE_4,BAC0609|modA|sp|P37329|MODA_ECOLI,97.665,257,6,0,184011,184781,1,257,4.95E-165,508,98.44
31291,ECOR41,NODE_4,BAC0610|modB|sp|P0AF01|MODB_ECOLI,98.69,229,3,0,184784,185470,1,229,1.03E-103,331,100
31202,ECOR41,NODE_4,BAC0611|modC|sp|P09833|MODC_ECOLI,98.864,352,4,0,185476,186531,1,352,0,669,100
8444,ECOR41,NODE_40,BAC0452|yqjH|sp|Q46871|YQJH_ECOLI,97.638,254,6,0,872,1633,254,1,5.62E-168,514,98.43
54672,ECOR41,NODE_41,BAC0357|recG|tr|B5L350|B5L350_9PSED,37.5,48,26,2,11158,11289,51,4,0.037,34.7,68.75
73071,ECOR41,NODE_42,BAC0153|emrY|sp|P52600|EMRY_ECOLI,100,512,0,0,2447,3982,512,1,0,907,100
7309,ECOR41,NODE_42,BAC0151|emrK|sp|P52599|EMRK_ECOLI,98.191,387,7,0,3985,5145,387,1,0,756,99.48
73131,ECOR41,NODE_42,BAC0154|evgA|sp|P0ACZ4|EVGA_ECOLI,99.51,204,1,0,5561,6172,1,204,2.91E-111,349,100
7306,ECOR41,NODE_42,BAC0155|evgS|sp|P58402|EVGS_ECO57,97.995,1197,24,0,6180,9770,1,1197,0,2269,98.83
7380,ECOR41,NODE_42,BAC0176|gadW/yhiW|sp|P63201|GADW_ECOLI,32.692,52,35,0,23634,23789,188,239,7.95E-06,47,63.46
73081,ECOR41,NODE_42,BAC0251|mntH/yfeP|sp|P0A769|MNTH_ECOLI,100,412,0,0,33200,34435,412,1,0,798,100
17181,ECOR41,NODE_43,BAC0290|opmD/nmpC|sp|P37592|OMPD_SALTY,80.938,341,59,2,2470,3477,23,362,4.18E-180,554,87.68
17685,ECOR41,NODE_43,BAC0682|merR1|sp|P22853|MERR_BACCE,30.769,52,36,0,19276,19431,18,69,0.003,37.4,65.38
39331,ECOR41,NODE_45,BAC0559|emrR|sp|P0ACR9|MPRA_ECOLI,100,176,0,0,161,688,176,1,7.77E-116,361,100
39341,ECOR41,NODE_45,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,35.565,239,142,2,5855,6571,231,5,6.57E-44,161,61.09
39562,ECOR41,NODE_45,BAC0685|merR|tr|H6WCN2|H6WCN2_9FLAO,40.678,59,35,0,15873,16049,103,45,2.48E-06,45.8,61.02
54392,ECOR41,NODE_46,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,57.333,150,63,1,13115,13564,137,285,3.89E-67,177,78.67
54381,ECOR41,NODE_46,BAC0335|rpoS|sp|P35540|RPOS_SHIFL,99.697,330,1,0,21520,22509,330,1,0,657,100
43072,ECOR41,NODE_47,BAC0172|gadA|sp|P69908|DCEA_ECOLI,100,110,0,0,3,332,110,1,1.64E-66,231,100
26601,ECOR41,NODE_48,BAC0147|emrA|sp|P27303|EMRA_ECOLI,99.744,390,1,0,160,1329,1,390,0,773,100
26592,ECOR41,NODE_48,BAC0148|emrB|sp|P0AEJ0|EMRB_ECOLI,99.801,502,1,0,1349,2854,1,502,0,944,100
26683,ECOR41,NODE_48,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,47.152,316,145,5,19136,20062,441,141,4.54E-74,252,64.24
8426,ECOR41,NODE_49,BAC0367|smvA/emrB|sp|D0ZXQ3|SMVA_SALT1,46.667,45,24,0,18899,19033,62,106,0.2,33.5,60
60810,ECOR41,NODE_5,BAC0178|gesA|tr|Q8ZRG8|Q8ZRG8_SALTY,40.323,62,32,1,25761,25931,133,72,0.000695,43.9,61.29
60212,ECOR41,NODE_5,BAC0049|bhsA/ycfR/comC|sp|P0AB40|BHSA_ECOLI,46.512,86,45,1,35731,35988,85,1,1.31E-09,56.2,62.79
60114,ECOR41,NODE_5,BAC0049|bhsA/ycfR/comC|sp|P0AB40|BHSA_ECOLI,43.023,86,48,1,39862,40119,85,1,2.98E-14,69.3,62.79
3218,ECOR41,NODE_5,BAC0253|mntR|sp|P0A9F1|MNTR_ECOLI,99.355,155,1,0,51103,51567,1,155,6.68E-98,311,99.35
48310,ECOR41,NODE_5,BAC0354|smdB|tr|A7VN02|A7VN02_SERMA,31.579,57,37,1,55197,55361,477,533,0.11,37,61.4
54114,ECOR41,NODE_5,BAC0611|modC|sp|P09833|MODC_ECOLI,31.897,116,75,1,65980,66315,102,217,3.86E-08,57,62.07
34711,ECOR41,NODE_5,BAC0271|nikB|sp|P33591|NIKB_ECOLI,40.256,313,182,2,68992,69918,1,312,1.99E-52,187,60.7
3499,ECOR41,NODE_5,BAC0272|nikC|sp|P0AFA9|NIKC_ECOLI,38.367,245,150,1,70083,70817,28,271,2.85E-46,168,60.41
3181,ECOR41,NODE_5,BAC0208|mdfA/cmr|sp|P0AEY8|MDFA_ECOLI,99.512,410,2,0,82652,83881,1,410,0,769,99.76
32012,ECOR41,NODE_5,BAC0540|nfsA|sp|P17117|NFSA_ECOLI,97.917,240,5,0,90162,90881,1,240,2.07E-139,433,99.17
33612,ECOR41,NODE_5,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,38.408,289,166,3,94023,94889,1,277,3.21E-60,210,61.25
65610,ECOR41,NODE_5,BAC0610|modB|sp|P0AF01|MODB_ECOLI,46.667,60,32,0,95700,95879,105,164,2.53E-06,50.1,61.67
3235,ECOR41,NODE_5,BAC0714|arsT|tr|B7FB00|B7FB00_9MICO,46.729,321,157,8,134031,134981,312,2,3.08E-66,227,65.11
7949,ECOR41,NODE_50,BAC0356|recG|tr|Q9HTL3|Q9HTL3_PSEAE,59.71,690,272,5,19589,21649,690,4,0,721,73.48
41741,ECOR41,NODE_51,BAC0177|gadX|sp|P37639|GADX_ECOLI,38.66,194,119,0,4609,5190,247,54,4.21E-29,115,62.89
40382,ECOR41,NODE_51,BAC0112|cusS|sp|P77485|CUSS_ECOLI,97.917,480,10,0,11784,13223,480,1,0,856,98.54
40393,ECOR41,NODE_51,BAC0109|cusC/ylcB|sp|P77211|CUSC_ECOLI,98.687,457,6,0,14053,15423,1,457,0,830,99.34
40751,ECOR41,NODE_51,BAC0110|cusF/cusX|sp|P77214|CUSF_ECOLI,99.091,110,1,0,15459,15788,1,110,1.20E-69,226,100
40402,ECOR41,NODE_51,BAC0108|cusB|sp|P77239|CUSB_ECOLI,98.964,386,4,0,15870,17027,22,407,0,779,99.48
40362,ECOR41,NODE_51,BAC0107|cusA/ybdE|sp|P38054|CUSA_ECOLI,99.427,1047,6,0,17042,20182,1,1047,0,2039,99.71
28412,ECOR41,NODE_53,BAC0436|ydeI|sp|P31130|YDEI_ECOLI,99.231,130,1,0,9196,9585,1,130,2.49E-82,263,99.23
2837,ECOR41,NODE_53,BAC0560|marA|sp|P0ACH5|MARA_ECOLI,100,127,0,0,21463,21843,127,1,1.83E-83,266,100
28211,ECOR41,NODE_53,BAC0561|marR|sp|P27245|MARR_ECOLI,97.917,144,3,0,21867,22298,144,1,1.01E-90,287,99.31
16871,ECOR41,NODE_55,BAC0462|zntR/yhdM|sp|P0ACS5|ZNTR_ECOLI,100,141,0,0,9802,10224,141,1,8.05E-91,288,100
55241,ECOR41,NODE_58,BAC0274|nikE|sp|P33594|NIKE_ECOLI,39.256,242,142,2,9712,10437,238,2,1.53E-47,168,60.74
16391,ECOR41,NODE_59,BAC0089|corR|tr|Q1D6V8|Q1D6V8_MYXXD,47.545,387,198,3,4974,6122,4,389,1.73E-100,328,63.82
16385,ECOR41,NODE_59,BAC0136|dsbA|sp|P0AEG4|DSBA_ECOLI,100,208,0,0,16205,16828,208,1,9.06E-140,430,100
37723,ECOR41,NODE_6,BAC0103|cueO|sp|P36649|CUEO_ECOLI,99.225,516,4,0,11796,13343,516,1,0,955,99.81
38904,ECOR41,NODE_6,BAC0714|arsT|tr|B7FB00|B7FB00_9MICO,35.714,42,27,0,22277,22402,46,5,0.61,33.9,61.9
37712,ECOR41,NODE_6,BAC0296|ostA/lptD|sp|P31554|LPTD_ECOLI,100,784,0,0,93005,95356,1,784,0,1629,100
37744,ECOR41,NODE_6,BAC0644|corD|sp|Q56017|APAG_SALTY,94.4,125,7,0,98508,98882,1,125,5.09E-66,218,97.6
7964,ECOR41,NODE_62,BAC0527|vexA|tr|Q9KVI1|Q9KVI1_VIBCH,31.579,57,36,2,12899,13060,292,236,1.2,30,63.16
79631,ECOR41,NODE_62,BAC0510|vmeC|tr|Q87TN0|Q87TN0_VIBPA,32.727,55,34,2,12905,13060,290,236,1.2,30,65.45
16052,ECOR41,NODE_63,BAC0438|ydeP|sp|P77561|YDEP_ECOLI,99.605,759,3,0,3172,5448,1,759,0,1534,99.87
16062,ECOR41,NODE_63,BAC0437|ydeO|sp|P76135|YDEO_ECOLI,98.024,253,5,0,5971,6729,1,253,4.43E-164,502,98.42
16072,ECOR41,NODE_63,BAC0173|gadB|sp|P69910|DCEB_ECOLI,100,110,0,0,17616,17945,1,110,1.11E-66,231,100
15293,ECOR41,NODE_65,BAC0457|zinT/yodA|sp|P76344|ZINT_ECOLI,98.039,204,4,0,1323,1934,204,1,3.28E-129,400,98.53
15321,ECOR41,NODE_65,BAC0125|czcR|sp|Q44006|CZCR_RALME,56.221,217,94,1,4487,5134,1,217,2.79E-79,258,76.96
15413,ECOR41,NODE_65,BAC0752|copS|tr|Q7X4F9|Q7X4F9_XANEU,39.216,255,144,6,5707,6453,195,444,8.19E-48,175,60.78
15305,ECOR41,NODE_65,BAC0290|opmD/nmpC|sp|P37592|OMPD_SALTY,55.362,345,134,5,8074,9063,362,23,3.27E-112,358,70.14
35702,ECOR41,NODE_66,BAC0377|ssmE|tr|A7VN75|A7VN75_SERMA,40.385,104,62,0,1421,1732,106,3,1.84E-24,96.3,70.19
35792,ECOR41,NODE_66,BAC0322|qacE|sp|P0AGC9|QACE_ECOLX,41.071,112,63,1,1811,2146,110,2,2.86E-16,73.2,65.18
36251,ECOR41,NODE_66,BAC0375|srpR|sp|Q9R9T9|SRPR_PSEPU,29.412,51,36,0,14588,14740,64,14,0.03,34.7,64.71
13792,ECOR41,NODE_68,BAC0572|arsA|sp|P08690|ARSA1_ECOLX,32.558,43,26,1,5411,5530,117,75,2.5,28.9,62.79
13754,ECOR41,NODE_68,BAC0141|emeA|tr|Q8GR72|Q8GR72_ENTFL,40,45,27,0,14898,15032,36,80,0.002,39.3,66.67
8490,ECOR41,NODE_7,BAC0113|cutA|sp|P69488|CUTA_ECOLI,100,112,0,0,2466,2801,112,1,3.75E-59,198,100
8491,ECOR41,NODE_7,BAC0378|sugE|sp|P69937|SUGE_ECOLI,100,105,0,0,14003,14317,1,105,8.23E-47,162,100
8574,ECOR41,NODE_7,BAC0496|adeN|tr|B7H1T7|B7H1T7_ACIB3,46,50,27,0,71938,72087,28,77,1.13E-06,50.8,64
8487,ECOR41,NODE_7,BAC0087|mgtA|sp|P0ABB8|ATMA_ECOLI,99.555,898,4,0,114086,116779,1,898,0,1779,99.78
50291,ECOR41,NODE_70,BAC0163|fecD|sp|P15029|FECD_ECOLI,99.686,318,1,0,6158,7111,1,318,2.23E-147,457,99.69
50282,ECOR41,NODE_70,BAC0164|fecE|sp|P15031|FECE_ECOLI,100,255,0,0,7115,7879,1,255,2.92E-161,494,100
49731,ECOR41,NODE_74,BAC0450|ymgB/ariR|sp|P75993|ARIR_ECOLI,96.591,88,3,0,531,794,88,1,1.50E-50,169,100
50004,ECOR41,NODE_74,BAC0682|merR1|sp|P22853|MERR_BACCE,30.137,73,51,0,3113,3331,3,75,5.12E-09,52.8,63.01
49604,ECOR41,NODE_74,BAC0349|sitA|tr|Q9XCS2|Q9XCS2_SALTI,75,304,73,2,7672,8583,4,304,7.43E-158,486,87.5
49613,ECOR41,NODE_74,BAC0350|sitB|tr|Q9XCS1|Q9XCS1_SALTM,76.981,265,61,0,8589,9383,1,265,9.61E-136,421,84.53
49622,ECOR41,NODE_74,BAC0351|sitC|tr|Q9XCS0|Q9XCS0_SALTM,86.17,282,39,0,9410,10255,1,282,1.85E-133,415,92.55
4966,ECOR41,NODE_74,BAC0352|sitD|tr|Q9XCR9|Q9XCR9_SALTM,69.288,267,82,0,10282,11082,8,274,1.86E-102,326,86.52
7185,ECOR41,NODE_76,BAC0137|dsbB|sp|P0A6M2|DSBB_ECOLI,99.432,176,1,0,7871,8398,1,176,2.00E-83,267,99.43
63551,ECOR41,NODE_79,BAC0177|gadX|sp|P37639|GADX_ECOLI,40.594,101,60,0,1718,2020,242,142,3.44E-19,85.5,66.34
28614,ECOR41,NODE_8,BAC0417|vcaM|tr|Q9KKV4|Q9KKV4_VIBCH,34.783,46,30,0,16251,16388,421,376,1.2,33.1,60.87
27474,ECOR41,NODE_8,BAC0312|pitA|sp|P0AFJ7|PITA_ECOLI,80.16,499,99,0,57680,59176,499,1,0,709,89.38
27511,ECOR41,NODE_8,BAC0445|ygiW|sp|P0ADU5|YGIW_ECOLI,100,129,0,0,91812,92198,129,1,1.45E-81,263,100
27542,ECOR41,NODE_8,BAC0487|pmrA|sp|Q70FH0|PMRA_PECSS,43.981,216,121,0,92350,92997,1,216,1.73E-53,186,66.67
27464,ECOR41,NODE_8,BAC0393|tolC|sp|P02930|TOLC_ECOLI,100,468,0,0,101827,103230,21,488,0,908,100
27493,ECOR41,NODE_8,BAC0469|zupT/ygiE|sp|P0A8H3|ZUPT_ECOLI,99.611,257,1,0,106202,106972,1,257,4.77E-140,436,99.61
27522,ECOR41,NODE_8,BAC0335|rpoS|sp|P35540|RPOS_SHIFL,42.105,247,140,1,136418,137158,71,314,1.14E-59,208,66.8
43234,ECOR41,NODE_9,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,48.322,447,214,5,43422,44756,439,8,1.10E-112,365,66
43474,ECOR41,NODE_9,BAC0155|evgS|sp|P58402|EVGS_ECO57,49.565,115,58,0,49230,49574,957,1071,1.26E-25,115,71.3
43213,ECOR41,NODE_9,BAC0529|kpnO|tr|C4XBC3|C4XBC3_KLEPN,78.488,344,71,3,53843,54868,23,365,6.27E-171,529,86.63
43201,ECOR41,NODE_9,BAC0041|bcr|sp|P28246|BCR_ECOLI,99.242,396,3,0,84816,86003,1,396,0,674,99.75
4338,ECOR41,NODE_9,BAC0274|nikE|sp|P33594|NIKE_ECOLI,43.333,210,117,2,86759,87385,232,24,2.87E-41,153,64.29
44092,ECOR41,NODE_9,BAC0433|ybtQ|tr|Q9Z375|Q9Z375_YERPE,37.5,48,30,0,126426,126569,480,527,0.009,40,62.5
7213,ECOR41,NODE_91,BAC0013|adeE|tr|Q8GKU1|Q8GKU1_ACIG3,45,40,20,2,2672,2785,146,107,5.1,26.6,62.5
27391,ECOR41,NODE_96,BAC0559|emrR|sp|P0ACR9|MPRA_ECOLI,35.484,155,100,0,559,1023,162,8,5.88E-29,110,61.29
75881,ECOR41,NODE_99,BAC0428|vexK|tr|Q9KRG9|Q9KRG9_VIBCH,33.333,45,29,1,2218,2352,482,525,3.4,26.6,60
34153,ECOR42,NODE_1,BAC0710|arrB|AAQ01673|,36.364,44,26,1,5882,6013,43,2,0.17,37,61.36
31991,ECOR42,NODE_1,BAC0290|opmD/nmpC|sp|P37592|OMPD_SALTY,71.968,371,90,4,14319,15416,362,1,2.36E-174,541,84.37
32181,ECOR42,NODE_1,BAC0435|yddg/emrE|sp|D0ZXP9|YDDG_SALT1,85.616,292,42,0,15681,16556,292,1,1.05E-146,458,92.47
32542,ECOR42,NODE_1,BAC0272|nikC|sp|P0AFA9|NIKC_ECOLI,37.037,243,153,0,28245,28973,270,28,8.44E-39,147,60.08
3196,ECOR42,NODE_1,BAC0174|gadC/xasA|sp|P63235|GADC_ECOLI,99.804,511,1,0,38180,39712,511,1,0,879,100
31941,ECOR42,NODE_1,BAC0173|gadB|sp|P69910|DCEB_ECOLI,100,466,0,0,39871,41268,466,1,0,975,100
32013,ECOR42,NODE_1,BAC0437|ydeO|sp|P76135|YDEO_ECOLI,98.814,253,3,0,52155,52913,253,1,4.97E-164,506,98.81
3191,ECOR42,NODE_1,BAC0438|ydeP|sp|P77561|YDEP_ECOLI,99.473,759,4,0,53435,55711,759,1,0,1530,99.74
32261,ECOR42,NODE_1,BAC0561|marR|sp|P27245|MARR_ECOLI,97.917,144,3,0,91271,91702,1,144,1.95E-89,287,99.31
32281,ECOR42,NODE_1,BAC0560|marA|sp|P0ACH5|MARA_ECOLI,100,127,0,0,91725,92105,1,127,3.02E-82,266,100
32301,ECOR42,NODE_1,BAC0436|ydeI|sp|P31130|YDEI_ECOLI,99.231,130,1,0,96259,96648,130,1,1.95E-81,264,100
32331,ECOR42,NODE_1,BAC0217|mdtJ/ebrB/ydgF|sp|Q3Z1V3|MDTJ_SHISS,99.174,121,1,0,172705,173067,121,1,8.51E-70,230,100
32221,ECOR42,NODE_1,BAC0707|sodB|sp|P0AGD3|SODF_ECOLI,99.465,187,1,0,234880,235440,1,187,8.39E-111,351,100
31982,ECOR42,NODE_1,BAC0218|mdtK/ydhE|sp|P37340|MDTK_ECOLI,99.781,457,1,0,242943,244313,1,457,0,798,100
35741,ECOR42,NODE_1,BAC0534|emrD-3|tr|A5EYZ6|A5EYZ6_VIBC3,35.714,42,24,1,270744,270860,61,102,8,32.3,71.43
32241,ECOR42,NODE_1,BAC0252|mntP/yebN|sp|P76264|MNTP_ECOLI,100,188,0,0,405192,405755,1,188,7.03E-107,339,100
32001,ECOR42,NODE_1,BAC0463|znuA/yebL|sp|P39172|ZNUA_ECOLI,99.355,310,2,0,441157,442086,310,1,1.25E-172,533,99.35
32053,ECOR42,NODE_1,BAC0465|znuC/yebM|sp|P0A9X1|ZNUC_ECOLI,99.602,251,1,0,442165,442917,1,251,5.49E-162,500,99.6
32211,ECOR42,NODE_1,BAC0464|znuB/yebI|sp|P39832|ZNUB_ECOLI,99.234,261,2,0,442917,443699,1,261,2.06E-124,393,99.62
32173,ECOR42,NODE_1,BAC0355|ruvB|sp|Q51426|RUVB_PSEAE,72.239,335,92,1,443858,444859,335,1,5.04E-154,482,84.48
32041,ECOR42,NODE_1,BAC0114|cutC|sp|P67826|CUTC_ECOLI,98.79,248,3,0,458026,458769,248,1,8.29E-164,505,99.19
36242,ECOR42,NODE_1,BAC0638|copR|tr|C6FFR4|C6FFR4_PSEFL,36.25,80,39,4,467620,467856,114,46,0.016,40,60
32432,ECOR42,NODE_1,BAC0497|pfr|sp|P52093|FTN_HELPY,44.872,156,86,0,487445,487912,1,156,1.12E-40,149,65.38
50972,ECOR42,NODE_10,BAC0281|nmtR|sp|O69711|NMTR_MYCTU,39.535,43,25,1,5041,5169,47,88,8,29.3,62.79
50694,ECOR42,NODE_10,BAC0141|emeA|tr|Q8GR72|Q8GR72_ENTFL,40,45,27,0,49405,49539,80,36,0.015,39.3,66.67
49523,ECOR42,NODE_10,BAC0335|rpoS|sp|P35540|RPOS_SHIFL,99.697,330,1,0,82830,83819,1,330,0,657,100
4965,ECOR42,NODE_10,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,47.249,309,158,3,91300,92223,441,137,1.55E-78,267,66.34
49661,ECOR42,NODE_10,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,54.583,240,109,0,116124,116843,132,371,2.89E-73,252,71.25
49491,ECOR42,NODE_10,BAC0148|emrB|sp|P0AEJ0|EMRB_ECOLI,100,502,0,0,133841,135346,502,1,0,946,100
4951,ECOR42,NODE_10,BAC0147|emrA|sp|P27303|EMRA_ECOLI,99.744,390,1,0,135366,136535,390,1,0,772,100
49593,ECOR42,NODE_10,BAC0559|emrR|sp|P0ACR9|MPRA_ECOLI,100,176,0,0,136665,137192,176,1,4.11E-115,361,100
49752,ECOR42,NODE_10,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,35.565,239,142,2,142359,143075,231,5,3.59E-43,161,61.09
50552,ECOR42,NODE_10,BAC0685|merR|tr|H6WCN2|H6WCN2_9FLAO,40.678,59,35,0,152471,152647,103,45,1.31E-05,45.8,61.02
61072,ECOR42,NODE_11,BAC0459|zitB/ybgR|sp|P75757|ZITB_ECOLI,99.674,307,1,0,2149,3069,307,1,1.44E-152,474,100
62562,ECOR42,NODE_11,BAC0433|ybtQ|tr|Q9Z375|Q9Z375_YERPE,36.17,47,30,0,10692,10832,528,482,5.8,31.2,63.83
61082,ECOR42,NODE_11,BAC0608|modE|sp|P0A9G8|MODE_ECOLI,100,262,0,0,12106,12891,262,1,1.06E-149,464,100
61063,ECOR42,NODE_11,BAC0609|modA|sp|P37329|MODA_ECOLI,98.444,257,4,0,13336,14106,1,257,5.91E-166,510,98.83
6110,ECOR42,NODE_11,BAC0610|modB|sp|P0AF01|MODB_ECOLI,99.563,229,1,0,14109,14795,1,229,4.23E-104,332,100
60971,ECOR42,NODE_11,BAC0611|modC|sp|P09833|MODC_ECOLI,99.432,352,2,0,14801,15856,1,352,0,672,100
64103,ECOR42,NODE_11,BAC0178|gesA|tr|Q8ZRG8|Q8ZRG8_SALTY,40.323,62,32,1,47826,47996,133,72,0.000605,43.9,61.29
63442,ECOR42,NODE_11,BAC0049|bhsA/ycfR/comC|sp|P0AB40|BHSA_ECOLI,46.512,86,45,1,59289,59546,85,1,1.01E-09,56.2,62.79
6343,ECOR42,NODE_11,BAC0049|bhsA/ycfR/comC|sp|P0AB40|BHSA_ECOLI,43.023,86,48,1,63421,63678,85,1,7.01E-14,68.2,61.63
61131,ECOR42,NODE_11,BAC0253|mntR|sp|P0A9F1|MNTR_ECOLI,100,155,0,0,74661,75125,1,155,1.56E-98,312,100
63761,ECOR42,NODE_11,BAC0354|smdB|tr|A7VN02|A7VN02_SERMA,31.579,57,37,1,78930,79094,477,533,0.094,37,61.4
61033,ECOR42,NODE_11,BAC0611|modC|sp|P09833|MODC_ECOLI,31.897,116,75,1,89608,89943,102,217,4.45E-08,56.6,61.21
61412,ECOR42,NODE_11,BAC0271|nikB|sp|P33591|NIKB_ECOLI,40.256,313,182,2,92620,93546,1,312,1.75E-52,187,60.7
61562,ECOR42,NODE_11,BAC0272|nikC|sp|P0AFA9|NIKC_ECOLI,38.367,245,150,1,93711,94445,28,271,8.33E-46,166,60
60952,ECOR42,NODE_11,BAC0208|mdfA/cmr|sp|P0AEY8|MDFA_ECOLI,99.756,410,1,0,105326,106555,1,410,0,772,99.76
61096,ECOR42,NODE_11,BAC0540|nfsA|sp|P17117|NFSA_ECOLI,97.917,240,5,0,113606,114325,1,240,1.21E-139,434,99.17
6117,ECOR42,NODE_11,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,39.1,289,164,3,117467,118333,1,277,2.66E-61,213,61.25
61124,ECOR42,NODE_11,BAC0610|modB|sp|P0AF01|MODB_ECOLI,46.667,60,32,0,119144,119323,105,164,2.14E-06,50.4,61.67
31404,ECOR42,NODE_12,BAC0011|acrR/ybaH|sp|P0ACS9|ACRR_ECOLI,32.075,53,35,1,5305,5463,58,7,0.17,35,66.04
